Estimate Status,Year,Wave,State,Common Name,Harvest (A+B1) Total Weight (kg),PSE,Landings (no.) without Size Information
FINAL,1993,MAY/JUNE,RHODE ISLAND,STRIPED BASS,54801,44.8,0
FINAL,1993,MAY/JUNE,VIRGINIA,STRIPED BASS,0,.,0
FINAL,1993,JULY/AUGUST,CONNECTICUT,STRIPED BASS,83572,40.8,0
FINAL,1993,JULY/AUGUST,DELAWARE,STRIPED BASS,0,.,0
FINAL,1993,JULY/AUGUST,LOUISIANA,STRIPED BASS,0,.,0
FINAL,1993,JULY/AUGUST,MAINE,STRIPED BASS,12598,103.2,0
FINAL,1993,JULY/AUGUST,MARYLAND,STRIPED BASS,0,.,0
FINAL,1993,JULY/AUGUST,MASSACHUSETTS,STRIPED BASS,384131,30.8,0
FINAL,1993,JULY/AUGUST,NEW HAMPSHIRE,STRIPED BASS,0,.,0
FINAL,1993,JULY/AUGUST,NEW JERSEY,STRIPED BASS,0,.,0
FINAL,1993,JULY/AUGUST,NEW YORK,STRIPED BASS,96991,36.2,0
FINAL,1993,JULY/AUGUST,NORTH CAROLINA,STRIPED BASS,0,.,0
FINAL,1993,JULY/AUGUST,RHODE ISLAND,STRIPED BASS,55517,44.7,0
FINAL,1993,JULY/AUGUST,SOUTH CAROLINA,STRIPED BASS,2883,99.4,0
FINAL,1993,JULY/AUGUST,VIRGINIA,STRIPED BASS,0,.,0
FINAL,1993,SEPTEMBER/OCTOBER,CONNECTICUT,STRIPED BASS,49712,71.6,0
FINAL,1993,SEPTEMBER/OCTOBER,DELAWARE,STRIPED BASS,1170,98.9,0
FINAL,1993,SEPTEMBER/OCTOBER,FLORIDA,STRIPED BASS,0,.,0
FINAL,1993,SEPTEMBER/OCTOBER,GEORGIA,STRIPED BASS,1062,97.2,0
FINAL,1993,SEPTEMBER/OCTOBER,LOUISIANA,STRIPED BASS,2879,79.8,0
FINAL,1993,SEPTEMBER/OCTOBER,MAINE,STRIPED BASS,0,.,0
FINAL,1993,SEPTEMBER/OCTOBER,MARYLAND,STRIPED BASS,212813,25.7,0
FINAL,1993,SEPTEMBER/OCTOBER,MASSACHUSETTS,STRIPED BASS,205218,28.7,0
FINAL,1993,SEPTEMBER/OCTOBER,NEW HAMPSHIRE,STRIPED BASS,12186,61.8,0
FINAL,1993,SEPTEMBER/OCTOBER,NEW JERSEY,STRIPED BASS,549397,48.8,0
FINAL,1993,SEPTEMBER/OCTOBER,NEW YORK,STRIPED BASS,590397,22.4,0
FINAL,1993,SEPTEMBER/OCTOBER,RHODE ISLAND,STRIPED BASS,78476,30.7,0
FINAL,1993,SEPTEMBER/OCTOBER,VIRGINIA,STRIPED BASS,13068,71.1,0
FINAL,1993,NOVEMBER/DECEMBER,ALABAMA,STRIPED BASS,226,86,0
FINAL,1993,NOVEMBER/DECEMBER,CONNECTICUT,STRIPED BASS,26364,74.3,0
FINAL,1993,NOVEMBER/DECEMBER,DELAWARE,STRIPED BASS,79882,47.4,0
FINAL,1993,NOVEMBER/DECEMBER,LOUISIANA,STRIPED BASS,0,.,0
FINAL,1993,NOVEMBER/DECEMBER,MARYLAND,STRIPED BASS,131082,41.8,0
FINAL,1993,NOVEMBER/DECEMBER,MISSISSIPPI,STRIPED BASS,0,.,0
FINAL,1993,NOVEMBER/DECEMBER,NEW JERSEY,STRIPED BASS,43828,87.6,0
FINAL,1993,NOVEMBER/DECEMBER,NEW YORK,STRIPED BASS,403733,23.9,0
FINAL,1993,NOVEMBER/DECEMBER,NORTH CAROLINA,STRIPED BASS,2760,100.1,0
FINAL,1993,NOVEMBER/DECEMBER,RHODE ISLAND,STRIPED BASS,0,.,0
FINAL,1993,NOVEMBER/DECEMBER,VIRGINIA,STRIPED BASS,741356,24.6,0
FINAL,1994,MARCH/APRIL,CONNECTICUT,STRIPED BASS,0,.,0
FINAL,1994,MARCH/APRIL,DELAWARE,STRIPED BASS,27018,74.8,0
FINAL,1994,MARCH/APRIL,FLORIDA,STRIPED BASS,0,.,0
FINAL,1994,MARCH/APRIL,LOUISIANA,STRIPED BASS,3144,73.3,0
FINAL,1994,MARCH/APRIL,MARYLAND,STRIPED BASS,0,.,0
FINAL,1994,MARCH/APRIL,NEW JERSEY,STRIPED BASS,0,.,0
FINAL,1994,MARCH/APRIL,NEW YORK,STRIPED BASS,0,.,0
FINAL,1994,MARCH/APRIL,NORTH CAROLINA,STRIPED BASS,7093,98.7,0
FINAL,1994,MARCH/APRIL,VIRGINIA,STRIPED BASS,0,.,0
FINAL,1994,MAY/JUNE,ALABAMA,STRIPED BASS,11139,107.6,0
FINAL,1994,MAY/JUNE,CONNECTICUT,STRIPED BASS,53720,61.9,0
FINAL,1994,MAY/JUNE,DELAWARE,STRIPED BASS,10910,78.4,0
FINAL,1994,MAY/JUNE,MAINE,STRIPED BASS,0,.,0
FINAL,1994,MAY/JUNE,MARYLAND,STRIPED BASS,0,.,0
FINAL,1994,MAY/JUNE,MASSACHUSETTS,STRIPED BASS,161642,40.4,0
FINAL,1994,MAY/JUNE,NEW HAMPSHIRE,STRIPED BASS,0,.,0
FINAL,1994,MAY/JUNE,NEW JERSEY,STRIPED BASS,0,.,0
FINAL,1994,MAY/JUNE,NEW YORK,STRIPED BASS,264825,32.3,0
FINAL,1994,MAY/JUNE,NORTH CAROLINA,STRIPED BASS,0,.,0
FINAL,1994,MAY/JUNE,RHODE ISLAND,STRIPED BASS,35203,68,0
FINAL,1994,MAY/JUNE,VIRGINIA,STRIPED BASS,0,.,0
FINAL,1994,JULY/AUGUST,CONNECTICUT,STRIPED BASS,130625,53.8,0
FINAL,1994,JULY/AUGUST,DELAWARE,STRIPED BASS,1497,102.1,0
FINAL,1994,JULY/AUGUST,FLORIDA,STRIPED BASS,2766,98.8,0
FINAL,1994,JULY/AUGUST,MAINE,STRIPED BASS,47790,48.4,0
FINAL,1994,JULY/AUGUST,MARYLAND,STRIPED BASS,0,.,0
FINAL,1994,JULY/AUGUST,MASSACHUSETTS,STRIPED BASS,745952,22.8,0
FINAL,1994,JULY/AUGUST,NEW HAMPSHIRE,STRIPED BASS,32341,67.7,0
FINAL,1994,JULY/AUGUST,NEW JERSEY,STRIPED BASS,38158,71,0
FINAL,1994,JULY/AUGUST,NEW YORK,STRIPED BASS,344315,43.2,0
FINAL,1994,JULY/AUGUST,NORTH CAROLINA,STRIPED BASS,0,.,0
FINAL,1994,JULY/AUGUST,RHODE ISLAND,STRIPED BASS,6639,63.5,0
FINAL,1994,JULY/AUGUST,VIRGINIA,STRIPED BASS,0,.,0
FINAL,1994,SEPTEMBER/OCTOBER,CONNECTICUT,STRIPED BASS,20197,55.6,0
FINAL,1994,SEPTEMBER/OCTOBER,DELAWARE,STRIPED BASS,5955,96.6,0
FINAL,1994,SEPTEMBER/OCTOBER,GEORGIA,STRIPED BASS,2495,116.6,0
FINAL,1994,SEPTEMBER/OCTOBER,LOUISIANA,STRIPED BASS,2261,74.7,0
FINAL,1994,SEPTEMBER/OCTOBER,MAINE,STRIPED BASS,17149,99.9,0
FINAL,1994,SEPTEMBER/OCTOBER,MARYLAND,STRIPED BASS,396856,44,0
FINAL,1994,SEPTEMBER/OCTOBER,MASSACHUSETTS,STRIPED BASS,751913,29.2,0
FINAL,1994,SEPTEMBER/OCTOBER,NEW HAMPSHIRE,STRIPED BASS,4676,103.9,0
FINAL,1994,SEPTEMBER/OCTOBER,NEW JERSEY,STRIPED BASS,0,.,0
