Estimate Status,Year,Wave,State,Common Name,Total Harvest (A+B1),PSE
FINAL,2000,JANUARY/FEBRUARY,ALABAMA,SOUTHERN FLOUNDER,32967,49.6
FINAL,2000,JANUARY/FEBRUARY,LOUISIANA,SOUTHERN FLOUNDER,43608,27.2
FINAL,2000,JANUARY/FEBRUARY,MISSISSIPPI,SOUTHERN FLOUNDER,15568,33.8
FINAL,2000,MARCH/APRIL,ALABAMA,SOUTHERN FLOUNDER,24684,52.5
FINAL,2000,MARCH/APRIL,FLORIDA,SOUTHERN FLOUNDER,152,44.7
FINAL,2000,MARCH/APRIL,LOUISIANA,SOUTHERN FLOUNDER,174943,35.7
FINAL,2000,MARCH/APRIL,MISSISSIPPI,SOUTHERN FLOUNDER,22192,35.2
FINAL,2000,MAY/JUNE,ALABAMA,SOUTHERN FLOUNDER,85481,59.6
FINAL,2000,MAY/JUNE,FLORIDA,SOUTHERN FLOUNDER,14939,55.6
FINAL,2000,MAY/JUNE,LOUISIANA,SOUTHERN FLOUNDER,168601,22.9
FINAL,2000,MAY/JUNE,MISSISSIPPI,SOUTHERN FLOUNDER,78507,37.8
FINAL,2000,JULY/AUGUST,ALABAMA,SOUTHERN FLOUNDER,30525,31.6
FINAL,2000,JULY/AUGUST,FLORIDA,SOUTHERN FLOUNDER,11074,69.5
FINAL,2000,JULY/AUGUST,LOUISIANA,SOUTHERN FLOUNDER,132926,25
FINAL,2000,JULY/AUGUST,MISSISSIPPI,SOUTHERN FLOUNDER,81093,57
FINAL,2000,SEPTEMBER/OCTOBER,ALABAMA,SOUTHERN FLOUNDER,25453,41.5
FINAL,2000,SEPTEMBER/OCTOBER,FLORIDA,SOUTHERN FLOUNDER,6200,75
FINAL,2000,SEPTEMBER/OCTOBER,LOUISIANA,SOUTHERN FLOUNDER,224297,29.4
FINAL,2000,SEPTEMBER/OCTOBER,MISSISSIPPI,SOUTHERN FLOUNDER,46790,34.2
FINAL,2000,NOVEMBER/DECEMBER,ALABAMA,SOUTHERN FLOUNDER,63205,73.3
FINAL,2000,NOVEMBER/DECEMBER,FLORIDA,SOUTHERN FLOUNDER,19915,74.7
FINAL,2000,NOVEMBER/DECEMBER,LOUISIANA,SOUTHERN FLOUNDER,74944,26.5
FINAL,2000,NOVEMBER/DECEMBER,MISSISSIPPI,SOUTHERN FLOUNDER,13335,47.8
FINAL,2001,JANUARY/FEBRUARY,ALABAMA,SOUTHERN FLOUNDER,17672,53.1
FINAL,2001,JANUARY/FEBRUARY,FLORIDA,SOUTHERN FLOUNDER,7677,68.2
FINAL,2001,JANUARY/FEBRUARY,LOUISIANA,SOUTHERN FLOUNDER,14462,53.8
FINAL,2001,JANUARY/FEBRUARY,MISSISSIPPI,SOUTHERN FLOUNDER,11630,63.6
FINAL,2001,MARCH/APRIL,ALABAMA,SOUTHERN FLOUNDER,42208,46.1
FINAL,2001,MARCH/APRIL,FLORIDA,SOUTHERN FLOUNDER,16231,58.9
FINAL,2001,MARCH/APRIL,LOUISIANA,SOUTHERN FLOUNDER,262465,77.6
FINAL,2001,MARCH/APRIL,MISSISSIPPI,SOUTHERN FLOUNDER,51130,65.4
FINAL,2001,MAY/JUNE,ALABAMA,SOUTHERN FLOUNDER,82849,55.6
FINAL,2001,MAY/JUNE,FLORIDA,SOUTHERN FLOUNDER,7463,55.9
FINAL,2001,MAY/JUNE,LOUISIANA,SOUTHERN FLOUNDER,154479,27.1
FINAL,2001,MAY/JUNE,MISSISSIPPI,SOUTHERN FLOUNDER,168701,27.5
